ATC;MEGNEV;ANGOL;HATOANYAG
C03BC;higanytartalmú vizelethajtók;mercurial diuretics;
C03BC01;mersalyl;mersalyl;mersalyl
C03BD;xanthin származékok;xanthine derivatives;
C03BD01;theobromine;theobromine;theobromine
C03BK;szulfonamid és más gyógyszerek kombinációi;sulfonamides, combinations with other drugs;
R06AA;amino-alkil éterek;aminoalkyl ethers;
R06AA01;bromazine;bromazine;bromazine
R06AA02;difenhidramin;diphenhydramine;difenhidramin
R06AA04;klemasztin;clemastine;klemasztin
R06AA06;chlorphenoxamine;chlorphenoxamine;chlorphenoxamine
R06AA07;diphenylpyraline;diphenylpyraline;diphenylpyraline
R06AA08;carbinoxamine;carbinoxamine;carbinoxamine
R06AA09;doxylamine;doxylamine;doxylamine
R06AA52;diphenhydramine, combinations;diphenhydramine, combinations;diphenhydramine, combinations
R06AA54;clemastine, combinations;clemastine, combinations;clemastine, combinations
R06AA56;chlorphenoxamine, combinations;chlorphenoxamine, combinations;chlorphenoxamine, combinations
R06AA57;diphenylpyraline, combinations;diphenylpyraline, combinations;diphenylpyraline, combinations
R06AA72;difenhidramin kombinációk;;difenhidramin kombinációk
R06AB;szubsztituált alkil-aminok;substituted alkylamines;
R06AB01;brompheniramine;brompheniramine;brompheniramine
R06AB02;dexchlorpheniramine;dexchlorpheniramine;dexchlorpheniramine
R06AB03;dimetindén;dimetindén;dimetindén
R06AB04;chlorphenamine;chlorphenamine;chlorphenamine
R06AB05;pheniramine;pheniramine;pheniramine
R06AB06;dexbrompheniramine;dexbrompheniramine;dexbrompheniramine
R06AB07;talastine;talastine;talastine
R06AB51;brompheniramine, combinations;brompheniramine, combinations;brompheniramine, combinations
R06AB52;dexchlorpheniramine, combinations;dexchlorpheniramine, combinations;dexchlorpheniramine, combinations
R06AB54;chlorphenamine, combinations;chlorphenamine, combinations;chlorphenamine, combinations
R06AB56;dexbrompheniramine, combinations;dexbrompheniramine, combinations;dexbrompheniramine, combinations
R06AC;szubsztituált etilén-diaminok;substituted ethylene diamines;
R06AC01;mepyramine;mepyramine;mepyramine
R06AC02;histapyrrodine;histapyrrodine;histapyrrodine
R06AC03;chloropyramin;chloropyramin;chloropyramin
R06AC04;tripelennamine;tripelennamine;tripelennamine
R06AC05;methapyrilene;methapyrilene;methapyrilene
R06AC06;thonzylamine;thonzylamine;thonzylamine
R06AC52;histapyrrodine, combinations;histapyrrodine, combinations;histapyrrodine, combinations
R06AC53;chloropyramine, combinations;chloropyramine, combinations;chloropyramine, combinations
R06AD;fenotiazin származékok;phenothiazine derivatives;
R06AD01;alimemazine;alimemazine;alimemazine
R06AD02;prometazin;promethazine;prometazin
R06AD03;tietilperazin;thiethylperazine;tietilperazin
R06AD04;methdilazine;methdilazine;methdilazine
M01BA03;acetylsalicylic acid and corticosteroids;acetylsalicylic acid and corticosteroids;acetylsalicylic acid and corticosteroids
M01BX;egyéb kombinált gyulladásgátló készítmények;other antiinflammatory/antirheumatic agents in combination with other drugs;
M01C;specifikus rheuma elleni szerek;specific antirheumatic agents;
M01CA;kinolinok;quinolines;
M01CA03;oxycinchophen;oxycinchophen;oxycinchophen
M01CB;aranykészítmények;gold preparations;
M01CB01;nátrium-aureotiomalát;sodium aurothiomalate;nátrium-aureotiomalát
M01CB02;sodium aurothiosulfate;sodium aurothiosulfate;sodium aurothiosulfate
M01CB03;auranofin;auranofin;auranofin
M01CB04;aurothioglucose;aurothioglucose;aurothioglucose
M01CB05;aurotioprol;aurotioprol;aurotioprol
M01CC;penicillamin és hasonló vegyületek;penicillamine and similar agents;
M01CC01;penicillamin;penicillamine;penicillamin
M01CC02;bucillamine;bucillamine;bucillamine
M01CX;other specific antirheumatic agents;other specific antirheumatic agents;
M02;izületi- és izomfájdalmak kezelésének lokális készítményei;topical products for joint and muscular pain;
M02A;izületi- és izomfájdalmak kezelésének lokális készítményei;topical products for joint and muscular pain;
M02AA;lokális nem szteroid gyulladásgátló készítmények;antiinflammatory preparations, non-steroids for topical use;
M02AA01;fenilbutazon;phenylbutazone;fenilbutazon
M02AA02;mofebutazone;mofebutazone;mofebutazone
M02AA03;clofezone;clofezone;clofezone
M02AA04;oxyphenbutazone;oxyphenbutazone;oxyphenbutazone
M02AA05;benzydamine;benzydamine;benzydamine
M02AA06;etofenamat;etofenamate;etofenamat
M02AA07;piroxicam;piroxicam;piroxicam
M02AA08;felbinac;felbinac;felbinac
M02AA09;bufexamac;bufexamac;bufexamac
M02AA10;ketoprofen;ketoprofen;ketoprofen
M02AA11;bendazac;bendazac;bendazac
M02AA12;naproxen;naproxen;naproxen
M02AA13;ibuprofen;ibuprofen;ibuprofen
M02AA14;fentiazac;fentiazac;fentiazac
M02AA15;diclofenac;diclofenac;diclofenac
M02AA16;feprazone;feprazone;feprazone
M02AA17;niflumic acid;niflumic acid;niflumic acid
M02AA18;meclofenamic acid;meclofenamic acid;meclofenamic acid
M02AA19;flurbiprofen;flurbiprofen;flurbiprofen
M02AA21;tolmetin;tolmetin;tolmetin
M02AA22;suxibuzone;suxibuzone;suxibuzone
M02AA23;indometacin;indometacin;indometacin
M02AB;capsaicin tartalmú készítmények;capsicum preparations and similar agents;
M02AB69;kapszaicin kombinációk;;kapszaicin kombinációk
M02AC;szalicilsav származékot tartalmazó készítmények;preparations with salicylic acid derivatives;
M02AC67;etilénglikol-szalicilát kombinációk;;etilénglikol-szalicilát kombinációk
M02AC68;dietilamin-szalicilát;;dietilamin-szalicilát
M02AC69;metil-szalicilát;;metil-szalicilát
M02AX;egyéb lokális készítmények az izületi- és izomfájdalmakra;other topical products for joint and muscular pain;
M02AX02;tolazoline;tolazoline;tolazoline
M02AX03;dimethyl sulfoxide;dimethyl sulfoxide;dimethyl sulfoxide
M02AX10;egyéb lokális készítmények izületi és izomfájdalmakra;egyéb lokális készítmények izületi és izomfájdalmakra;egyéb lokális készítmények izületi és izomfájdalmakra
M03;izomrelaxánsok;muscle relaxants;
M03A;perifériás támadáspontú izomrelaxánsok;muscle relaxants, peripherally acting agents;
M03AA;kurare alkaloidok;curare alkaloids;
M03AA01;alcuronium;alcuronium;alcuronium
M03AA02;tubocurarine;tubocurarine;tubocurarine
M03AA04;dimethyltubocurarine;dimethyltubocurarine;dimethyltubocurarine
M03AB;kolin származékok;choline derivatives;
M03AB01;suxamethonium;suxamethonium;suxamethonium
M03AC;egyéb kvaterner ammónium-vegyületek;other quaternary ammonium compounds;
M03AC01;pancuronium;pancuronium;pancuronium
M03AC02;gallamin;gallamine;gallamin
M03AC03;vecuronium;vecuronium;vecuronium
M03AC04;atracurium;atracurium;atracurium
M03AC05;hexafluronium;hexafluronium;hexafluronium
M03AC06;pipecuronium-bromid;pipecuronium bromide;pipecuronium-bromid
M03AC07;doxacurium chloride;doxacurium chloride;doxacurium chloride
M03AC08;fazadinium bromide;fazadinium bromide;fazadinium bromide
M03AC09;rocuronium bromide;rocuronium bromide;rocuronium bromide
M03AC10;mivacurium chloride;mivacurium chloride;mivacurium chloride
M03AC11;cisatracurium;cisatracurium;cisatracurium
M03AX;egyéb perifériás támadáspontú izomrelaxánsok;other muscle relaxants, peripherally acting agents;
M03AX01;botulinum toxin;botulinum toxin;botulinum toxin
M03B;központi hatású izomrelaxánsok;muscle relaxants, centrally acting agents;
M03BA;karbamin-sav észterek;carbamic acid esters;
M03BA01;phenprobamate;phenprobamate;phenprobamate
M03BA02;carisoprodol;carisoprodol;carisoprodol
M03BA03;methocarbamol;methocarbamol;methocarbamol
M03BA04;styramate;styramate;styramate
M03BA05;febarbamate;febarbamate;febarbamate
M03BA19;guaifenesin;;guaifenesin
M03BA51;phenprobamate, combinations excl. psycholeptics;phenprobamate, combinations excl. psycholeptics;phenprobamate, combinations excl. psycholeptics
M03BA52;carisoprodol kombinációk;carisoprodol kombinációk;carisoprodol kombinációk
M03BA53;methocarbamol, combinations excl. psycholeptics;methocarbamol, combinations excl. psycholeptics;methocarbamol, combinations excl. psycholeptics
M03BA71;phenprobamate, combinations with psycholeptics;phenprobamate, combinations with psycholeptics;phenprobamate, combinations with psycholeptics
M03BA72;carisoprodol, combinations with psycholeptics;carisoprodol, combinations with psycholeptics;carisoprodol, combinations with psycholeptics
B02BX04;romiplostim;;romiplostim
L01AE04;;;
N05AP;;;
M03BA73;methocarbamol, combinations with psycholeptics;methocarbamol, combinations with psycholeptics;methocarbamol, combinations with psycholeptics
M03BB;oxazol-, thiazin- és triazin származékok;oxazol, thiazine, and triazine derivatives;
M03BB02;chlormezanone;chlormezanone;chlormezanone
M03BB03;chlorzoxazon;chlorzoxazon;chlorzoxazon
M03BB52;chlormezanone, combinations excl. psycholeptics;chlormezanone, combinations excl. psycholeptics;chlormezanone, combinations excl. psycholeptics
M03BB53;chlorzoxazone, combinations excl. psycholeptics;chlorzoxazone, combinations excl. psycholeptics;chlorzoxazone, combinations excl. psycholeptics
M03BB72;chlormezanone, combinations with psycholeptics;chlormezanone, combinations with psycholeptics;chlormezanone, combinations with psycholeptics
M03BB73;chlorzoxazone, combinations with psycholeptics;chlorzoxazone, combinations with psycholeptics;chlorzoxazone, combinations with psycholeptics
M03BC;ethers, chemically close to antihistamines;ethers, chemically close to antihistamines;
M03BC01;orphenadrine (citrate);orphenadrine (citrate);orphenadrine (citrate)
M03BC51;orphenadrine, combinations;orphenadrine, combinations;orphenadrine, combinations
M03BX;egyéb központi támadáspontú szerek;other centrally acting agents;
M03BX01;baclofen;baclofen;baclofen
M03BX02;tizanidin;tizanidine;tizanidin
M03BX03;pridinol;pridinol;pridinol
M03BX04;tolperison;tolperison;tolperison
M03BX05;thiocolchicoside;thiocolchicoside;thiocolchicoside
M03BX06;mephenesin;mephenesin;mephenesin
M03BX07;tetrazepam;tetrazepam;tetrazepam
M03BX08;cyclobenzaprine;cyclobenzaprine;cyclobenzaprine
M03BX30;phenyramidol;phenyramidol;phenyramidol
M03C;közvetlenül ható szerek;muscle relaxants, directly acting agents;
M03CA;hidantoinok;dantrolene and derivatives;
M03CA01;dantrolene;dantrolene;dantrolene
M04;köszvényellenes készítmények;antigout preparations;
M04A;köszvényellenes készítmények;antigout preparations;
M04AA;húgysavképződést gátló készítmények;preparations inhibiting uric acid production;
M04AA01;allopurinol;allopurinol;allopurinol
M04AA02;tisopurine;tisopurine;tisopurine
M04AA51;allopurinol kombinációk;allopurinol kombinációk;allopurinol kombinációk
M04AB;húgysavkiválasztást fokozó készítmények;preparations increasing uric acid excretion;
M04AB01;probenecid;probenecid;probenecid
M04AB02;sulfinpyrazone;sulfinpyrazone;sulfinpyrazone
M04AB03;benzbromarone;benzbromarone;benzbromarone
M04AB04;isobromindione;isobromindione;isobromindione
M04AC;a húgysav-metabolizmusra nem ható készítmények;preparations with no effect on uric acid metabolism;
M04AC01;kolchicin;colchicine;kolchicin
M04AC02;cinchophen;cinchophen;cinchophen
M04AX;egyéb köszvényellenes készítmények;other antigout preparations;
A01;fogászati készítmények;stomatological preparations;
A01A;fogászati készítmények;stomatological preparations;
A01AA;fogszuvasodást megelőző szerek;caries prophylactic agents;
A01AA01;nátrium-fluorid;sodium fluoride;nátrium-fluorid
A01AA02;sodium monofluorophosphate;sodium monofluorophosphate;sodium monofluorophosphate
A01AA03;olaflur;olaflur;olaflur
A01AA04;stannous fluoride;stannous fluoride;stannous fluoride
A01AA30;fogszuvasodást megelőző kombinációk;combinations;fogszuvasodást megelőző kombinációk
A01AA51;sodium fluorid kombinációi;sodium fluoride, combinations;sodium fluorid kombinációi
A01AB;antiinfektív szerek a száj helyi kezeléséhez;antiinfectives and antiseptics for local oral treatment;
N05AK01;tetrabenazine;tetrabenazine;tetrabenazine
N05AL;benzamidok;benzamides;
N05AL01;sulpiride;sulpiride;sulpiride
N05AL02;sultopride;sultopride;sultopride
N05AL03;tiapride;tiapride;tiapride
N05AL04;remoxipride;remoxipride;remoxipride
N05AL05;amisulpride;amisulpride;amisulpride
N05AL06;veraliprid;veraliprid;veraliprid
N05AN;lítium;lithium;
N05AN01;lithium;lithium;lithium
N05AX;egyéb antipszichotikumok;other antipsychotics;
N05AX07;prothipendyl;prothipendyl;prothipendyl
N05AX08;risperidone;risperidone;risperidone
N05AX09;clotiapine;clotiapine;clotiapine
N05AX10;mosapramine;mosapramine;mosapramine
N05AX11;zotepine;zotepine;zotepine
N05B;anxiolitikumok;anxiolytics;
N05BA;benzodiazepin-származékok;benzodiazepine derivatives;
N05BA01;diazepam;diazepam;diazepam
N05BA02;klórdiazepoxid;chlordiazepoxide;klórdiazepoxid
N05BA03;medazepám;medazepám;medazepám
N05BA04;oxazepam;oxazepam;oxazepam
N05BA05;potassium clorazepate;potassium clorazepate;potassium clorazepate
N05BA06;lorazepam;lorazepam;lorazepam
N05BA07;adinazolam;adinazolam;adinazolam
N05BA08;bromazepam;bromazepam;bromazepam
N05BA09;clobazam;clobazam;clobazam
N05BA10;ketazolam;ketazolam;ketazolam
N05BA11;prazepam;prazepam;prazepam
N05BA12;alprazolam;alprazolam;alprazolam
N05BA13;halazepam;halazepam;halazepam
N05BA14;pinazepam;pinazepam;pinazepam
N05BA15;camazepam;camazepam;camazepam
N05BA16;nordazepam;nordazepam;nordazepam
N05BA17;fludiazepam;fludiazepam;fludiazepam
N05BA18;ethyl loflazepate;ethyl loflazepate;ethyl loflazepate
N05BA19;etizolam;etizolam;etizolam
N05BA21;clotiazepam;clotiazepam;clotiazepam
N05BA22;cloxazolam;cloxazolam;cloxazolam
N05BA23;tofisopam;tofisopam;tofisopam
N05BA56;lorazepam, combinations;lorazepam, combinations;lorazepam, combinations
N05BB;difenilmetán-származékok;diphenylmethane derivatives;
N05BB01;hydroxyzin;hydroxyzin;hydroxyzin
A10BH03;saxagliptin;saxagliptin;saxagliptin
A08AA07;cathine;cathine;cathine
A08AA08;clobenzorex;clobenzorex;clobenzorex
A08AA09;mefenorex;mefenorex;mefenorex
A08AA10;sibutramine;sibutramine;sibutramine
A08AA56;ephedrine kombinációi;ephedrine, combinations;ephedrine kombinációi
A08AB;peripherally acting antiobesity products;peripherally acting antiobesity products;
A08AB01;orlistat;orlistat;orlistat
A09;digesztívumok beleértve az enzimkészítményeket;digestives, incl. enzymes;
A09A;digesztívumok beleértve az enzimeket;digestives, incl. enzymes;
A09AA;enzimkészítmények;enzyme preparations;
A09AA01;diastáz;diastase;diastáz
A09AA02;multienzim készítmények (lipáz, proteáz, stb.);multienzymes (lipase, protease etc.);multienzim készítmények (lipáz, proteáz, stb.)
A09AA03;pepsin;pepsin;pepsin
A09AA04;tilactáz;tilactase;tilactáz
A09AA19;ß-galaktozidáz;;ß-galaktozidáz
A09AA52;multienzim készítmények egyéb kombinációkban;;multienzim készítmények egyéb kombinációkban
A09AB;savkészítmények;acid preparations;
A09AB01;glutamic acid hydrochloride;glutamic acid hydrochloride;glutamic acid hydrochloride
A09AB02;betaine hydrochloride;betaine hydrochloride;betaine hydrochloride
A09AB03;hydrochloric acid;hydrochloric acid;hydrochloric acid
A09AB04;citric acid;citric acid;citric acid
A09AC;enzim- és savkészítmények kombinációi;enzyme and acid preparations, combinations;
A09AC01;pepszin és savkészitmények;pepsin and acid preparations;pepszin és savkészitmények
A10;antidiabetikus terápia;drugs used in diabetes;
A10A;inzulinok;insulins and analogues;
A10AA;inzulinok, k.m.n.;;
A10AB;gyors hatású inzulinok;insulins and analogues, fast-acting;
A10AB01;humán inzulin;insulin (human);humán inzulin
A10AB02;insulin (beef);insulin (beef);insulin (beef)
A10AB03;insulin (pork);insulin (pork);insulin (pork)
A10AB04;insulin lispro;insulin lispro;insulin lispro
A10AB05;insulin aspart;insulin aspart;insulin aspart
A10AB30;gyors hatású inzulinok kombinációi;combinations;gyors hatású inzulinok kombinációi
A10AC;intermedier hatástartalmú inzulinok;insulins and analogues, intermediate-acting;
A10AC01;humán inzulin;insulin (human);humán inzulin
A10AC02;insulin (beef);insulin (beef);insulin (beef)
A10AC03;sertés inzulin;sertés inzulin;sertés inzulin
A10AC04;insulin lispro;insulin lispro;insulin lispro
A10AC30;intermedier hatástartalmú inzulinok kombinációi;combinations;intermedier hatástartalmú inzulinok kombinációi
A10AD;intermedier hatástartamú inzulinok gyors hatáskezdettel;insulins and analogues, intermediate-acting combined with fast-acting;
A10AD01;humán inzulin;insulin (human);humán inzulin
A10AD02;insulin (beef);insulin (beef);insulin (beef)
A10AD03;insulin (pork);insulin (pork);insulin (pork)
A10AD04;insulin lispro;insulin lispro;insulin lispro
A10AD30;intermedier hatástartamú inzulinok kombinációi gyors hatáskezdettel;combinations;intermedier hatástartamú inzulinok kombinációi gyors hatáskezdettel
A10AE;hosszú hatástartamú inzulinok;insulins and analogues, long-acting;
A10AE01;humán inzulin;humán inzulin;humán inzulin
