ID;KOD;LEIRAS
45018;D352;Agyalapi mirigy
45019;D638;Anaemia egyéb, máshova osztályozott krónikus betegségekben
45021;D739;Lépbetegség k.m.n.
45027;D841;Defektusok a komplement rendszerben
45028;D849;Immunhiány k.m.n.
45036;E104;Inzulin-dependens cukorbetegség idegrendszeri szövődményekkel
45038;E114;Nem inzulin-dependens cukorbetegség idegrendszeri szövődményekkel
45040;E124;Malnutritióhoz társuló cukorbetegség idegrendszeri szövődményekkel
45042;E220;Acromegalia és hypophysaer gigantismus
45043;E230;Hypopituitarismus
45044;E232;Diabetes insipidus
45046;E272;Addison-krízis
45048;E274;Egyéb és k.m.n. mellékvesekéreg elégtelenség
45054;E780;Tiszta hypercholesterinaemia
45059;F060;Organikus hallucinózis
45064;F204;Schizofrénia utáni depresszió
45076;F301;Mánia pszichotikus tünetek nélkül
45099;F502;Bulimia nervosa
45100;F503;Atípusos bulimia nervosa
45114;G122;Mozgató neuron megbetegedés
45118;G309;Alzheimer-kór k.m.n.
45129;H441;Egyéb endophthalmitis
45141;I259;Idült ischaemiás szívbetegség k.m.n.
45152;I633;Agyi infarktus a cerebrális ütőerek rögösödése miatt
45162;I739;Perifériás érbetegség, k.m.n.
45165;J301;Allergiás rhinitis pollentől
45170;J459;Asthma, k.m.n.
45178;K219;Gastro-oesophageális reflux, oesophagitis nélkül
45183;K519;Colitis ulcerosa k.m.n.
45185;K729;Májelégtelenség k.m.n.
45187;K830;Epeútgyulladás
45189;K903;Steatorrhoea pancreatica
41419;K8340;A sphincter Oddi görcse
45073;F28;Egyéb nem organikus pszihotikus rendellenességek
45241;R521;Idült tűrhetetlen fájdalom
51881;N45;Orchitis és epididymitis
51888;N60;Jóindulatú emlő dysplasia
51892;N70;Méhkürt és petefészek gyulladás
51899;N77;A hüvely és szeméremtest kifekélyesedése és gyulladása máshova osztályozott betegségekben
51903;N83;A petefészek, méhkürt és a széles méhszalag nem-gyulladásos rendellenességei
51555;I77;Az artériák és arteriolák egyéb rendellenességei
51557;I79;Az artériák, arteriolák és kapillárisok rendellenességei máshova osztályozott betegségekben
51579;J10;Identifikált influenzavirus okozta influenza
45248;T783;Oedema angioneuroticum
45250;Z430;Tracheostoma gondozása
45251;Z491;Művese kezelés
45255;Z940;Veseátültetés után lévő személy
45258;Z944;Májátültetés után lévő személy
40294;D688;Egyéb meghatározott véralvadási defektusok
40426;J991;Légzési rendellenességek egyéb diffúz kötőszöveti rendellenességekben
40551;K251;Heveny gyomorfekély átfúródással
51588;J20;Heveny hörghurut
52293;S72;Combcsonttörés
52302;S81;A lábszár nyílt sebe
52804;Z24;Egyetlen vírusféleségtől okozott bizonyos betegségek elleni immunizáció szükségessége
52828;Z48;Sebészeti kővetés, gondozás
52840;Z60;A szociális környezettel kapcsolatos problémák
52842;Z62;A neveltetéshez kapcsolódó egyéb problémák
52534;W20;Ütés dobott, lőtt vagy eső tárgytól
52550;W36;Gázpalack robbanása vagy repedése
52577;W69;Vízbefulladás és elmerülés természetes vízben
52581;W75;Balesetszerű fulladás és strangulatio ágyban
52597;W92;Mesterséges eredetű excesszív hőség által okozott ártalom
40552;K252;Heveny gyomorfekély vérzéssel és átfúródással
40560;K261;Heveny nyombélfekély átfúródással
88126;A228;Az anthrax egyéb formái
88127;A229;Lépfene k.m.n.
88128;A230;Brucella melitensis által okozott brucellosis
88129;A231;Brucella abortus által okozott brucellosis
88130;A232;Brucella suis által okozott brucellosis
88131;A233;Brucella canis által okozott brucellosis
88132;A238;Egyéb brucellosis
88133;A239;Brucellosis k.m.n.
51712;L20;Atopiás dermatitis
51722;L30;Egyéb dermatitisek
51772;M01;Izület közvetlen fertőzése máshova osztályozott fertőző és parazitás betegségekben
51792;M23;A térd belső zavarai
51907;N87;Dysplasia cervicis uteri
51911;N91;Hiányzó, csekély és ritka havivérzés
51938;O23;Az urogenitalis rendszer fertőzései terhességben
51645;K21;Gastrooesophagealis reflux
51708;L11;Egyéb acantholyticus rendellenességek
88134;A240;Takonykór
88135;A241;Heveny és fulmináns lefolyású melioidosis
88136;A242;Félheveny és idült melioidosis
88137;A243;Egyéb melioidosis
88138;A244;Melioidosis k.m.n.
88139;A250;Patkányharapási láz, spirillosis
51996;P03;A vajúdás és szülés egyéb szövődményei miatt érintett magzat és újszülött
52018;P38;Az újszülött omphalitise enyhe vérzéssel vagy anélkül
52092;Q50;A petefészkek, petevezetők és széles szalagok veleszületett rendellenességei
52628;X28;Egyéb mérges növények csípése
52691;X93;Kézi lőfegyverrel elkövetett testi sértés
52727;Y29;Sérülés tompa tárgy által, nem meghatározott szándékú
52342;T21;A törzs égése és maródása
51476;H48;Látóideg és látópálya elváltozások máshova osztályozott betegségekben
88140;A251;Streptobacillosis
88141;A259;Patkányharapás láz k.m.n.
88142;A260;Bőr erysipeloid
88143;A267;Erysipelothrix septicaemia
88144;A268;Az erysipeloid egyéb formái
51584;J15;Bakteriális tüdőgyulladás m.n.o.
51739;L60;Köröm rendellenességek
51743;L65;Egyéb, hegesedéssel nem járó szőrzetvesztés
51751;L74;Eccrin verejtékezési rendellenességek
51770;L99;A bőr és bőralatti szövet egyéb rendellenességei máshova osztályozott betegségekben
51774;M03;Fertőzések utáni és reaktiv arthropathiák máshova osztályozott betegségekben
51781;M12;Egyéb specifikus artropathiák
51790;M21;A végtagok egyéb szerzett deformitásai
52344;T23;A csukló és kéz égése és maródása
52384;T63;Mérges állatok által okozott toxikus reakció
52411;T94;Többszörös és nem megjelölt testtájak sérülésének következményei
51478;H50;Egyéb kancsalság
51488;H61;A külső fül egyéb betegségei
51516;I07;A háromhegyű billentyű reumás betegségei
51538;I42;Cardiomyopathia
51556;I78;A hajszálerek betegségei
51565;I87;A viszerek egyéb betegségei
51587;J18;Tüdőgyulladás, kórokozó nem meghatározott
51666;K50;Crohn-betegség [enteritis regionalis]
51682;K71;Toxikus májbetegség
51689;K80;Epekövesség
52106;Q67;A fej, arc, gerinc és mellkas csont-izomrendszerének veleszületett rendellenességei
52128;Q90;Down-szindróma
88145;A269;Erysipeloid k.m.n.
88146;A270;Leptospirosis icterohaemorrhagica [Weil-betegség]
88147;A278;Leptospirosis egyéb formái
88148;A279;Leptospirosis k.m.n.
88149;A280;Pasteurellosis
88150;A281;Macskakarmolás betegség
88151;A282;Extraintestinális yersiniosis
88152;A288;Egyéb, más osztályba nem tartozó, állatok terjesztette bakteriális betegségek
88153;A289;Baktériumok által okozott, állatok terjesztette betegség k.m.n.
88154;A300;Lepra [Hansen-betegség] k.m.n.
88155;A301;Tuberculoid lepra
88156;A302;Határesetű tuberculoid lepra
88157;A303;Határesetű lepra
88158;A304;Határesetű lepromatosus lepra
88159;A305;Lepromatosus lepra
88160;A308;Lepra egyéb formái
88161;A309;Lepra k.m.n.
88162;A310;Tüdő mycobacterium fertőzés
88163;A311;Bőr mycobacterium fertőzés
88164;A318;Egyéb mycobacterium által okozott fertőzések
88165;A319;Mycobacterium fertőzés k.m.n.
88166;A320;Bőr listeriosis
88167;A321;Listeria meningitis és meningoencephalitis
88168;A327;Listeria septicaemia
88169;A328;Listeriosis egyéb formái
88170;A329;Listeriosis k.m.n.
88171;A360;Torokdiftéria
88172;A361;Orrgarat diftéria
88173;A362;Gége diftéria
88174;A363;Bőr diftéria
88175;A368;Egyéb diftéria
88176;A369;Diftéria k.m.n.
88177;A370;Szamárköhögés, Bordetella pertussis miatt
88178;A371;Szamárköhögés, Bordetella parapertussis miatt
88179;A378;Szamárköhögés, egyéb Bordetella fajok miatt
88180;A379;Szamárköhögés k.m.n.
88181;A390;Meningococcus okozta agyhártyagyulladás (G01*)
88182;A391;Waterhouse-Friderichsen szindróma (E35.1*)
88183;A392;Heveny meningococcaemia
88184;A393;Idült meningococcaemia
88185;A394;Meningococcaemia k.m.n.
88186;A395;A szív meningococcusos betegsége
88187;A398;Egyéb meningococcus okozta fertőzések
88188;A399;Meningococcus okozta fertőzés k.m.n.
88189;A400;Septicaemia, A csoportú streptococcus miatt
88190;A401;Septicaemia, B csoportú streptococcus miatt
88191;A402;Septicaemia, D csoportú streptococcus miatt
88192;A403;Septicaemia Streptococcus pneumoniae miatt
88193;A408;Egyéb streptococcus okozta septicaemia
52113;Q74;Egyéb veleszületett végtag-rendellenességek
52124;Q85;Phakomatosisok, m.n.o.
52126;Q87;Egyéb meghatározott, több szervrendszert érintő malformatiós szindrómák
52232;S11;A nyak nyílt sebe
52245;S24;Ideg- és gerincvelő-sérülés a mellkas szintjében
52292;S71;A csipő és comb nyílt sebe
52501;V87;Megjelölt típusú közlekedési baleset, de az áldozat közlekedési módja ismeretlen
50975;A09;Feltételezetten fertőző eredetű hasmenés és gyomor- bélhurut
50990;A30;Lepra[Hansen-betegség]
50998;A39;Meningococcus fertőzés
51013;A56;Szexuális úton terjedő, chlamydiák által okozott egyéb betegségek
51024;A69;Egyéb spirochaeta fertőzések
51035;A83;Szúnyog által terjesztett vírusos agyvelőgyulladás
51082;B40;Blastomycosis
51094;B52;Plasmodium malariae malária
51114;B75;Trichinellosis
51181;C93;Monocytás leukaemia
51184;C96;A nyirok-, a vérképző- és kapcsolódó szövetek egyéb és meghatározatlan rosszindulatú daganata
51187;D01;Egyéb és nem meghatározott emésztőszervek in situ carcinomája
51193;D07;Egyéb megnevezett, valamint meghatározatlan nemi szervek in situ carcinomája
51201;D16;A csont és izületi porc jóindulatú daganata
51208;D23;A bőr egyéb jóindulatú daganatai
51211;D26;A méh egyéb jóindulatú daganata
51214;D29;A férfi nemi szervek jóindulatú daganata
51220;D35;Egyéb meghatározott és meghatározatlan endokrin mirigy jóindulatú daganatai
51236;D53;Egyéb táplálkozási anaemiák
51249;D67;A IX-es aktor örökletes zavarai
51259;D77;A vér és vérképző szervek egyéb rendellenességei máshova osztályozott betegségekben
51283;E34;Egyéb endocrin rendelleneségek
51308;E68;A túltápláltság következményei
51810;M53;Egyéb dorsopathiák m.n.o.
51826;M77;Egyéb enthesopathiák
51830;M85;A csontsűrűség és szerkezet egyéb rendellenességei
51860;N22;Kő a húgyutakban máshova osztályozott betegségekben
51887;N51;A férfi nemi szervek rendellenességei máshova osztályozott betegségekben
51891;N63;Emlőben lévő meghatározatlan képlet
51913;N93;Egyéb rendellenes méh- és hüvelyvérzés
52530;W16;A vízbe történő beugrásból vagy lemerülésből származó baleset, a vízbefúlás vagy elmerülés kivételév
52551;W37;Nyomás alatt lévő abroncs, cső és tömlő robbanása vagy repedése
52585;W79;Étel inhalációja vagy aspirációja által okozott obstrukció a légutakban
52600;W99;Egyéb és k.m.n mesterséges környezeti tényezők által okozott ártalom
52614;X14;Forró levegő vagy gázok által okozott ártalom
52621;X21;Mérges pókok csípése
51958;O48;Túlhordás
51960;O61;Sikertelen szülésinditás
51962;O63;Elhúzódó szülés
51964;O65;Elakadt szülés az anyai medence rendellenességei miatt
51966;O67;Szülés alatti vérzéssel szövődött vajúdás és szülés m.n.o.
52031;P61;Egyéb perinatális haematologiai rendellenességek
52076;Q30;Az orr veleszületett rendellenességei
52112;Q73;Nem meghatározott végtag redukciós defektusai
52161;R29;Az ideg- és csont-izomrendszert illető egyéb és k.m.n. tünetek és jelek
52165;R33;Retentio urinae
51506;H91;Egyéb hallásvesztés
51508;H93;A fül egyéb, máshova nem osztályozott betegségei
51517;I08;Többszörös billentyűbetegségek
51523;I26;Tüdőembólia
52850;Z74;A gondozótól való függőséggel kapcsolatos problémák
52857;Z85;Rosszindulatú daganat a személyes anamnézisben
52863;Z91;Rizikó-tényezők a személyes anamnézisben, m.n.o.
52338;T17;Idegentest a légzőtraktusban
52383;T62;Egyéb ártalmas élelmiszerek toxikus hatása
52406;T88;A sebészi, ill. orvosi kezelés máshova nem osztályozott  szövődményei
52632;X32;Napsugárzás által okozott ártalom
52680;X82;Szándékos önártalom motoros járműtől való összezúzatás által
52701;Y03;Motoros járművel való összezúzatás által elkövetett testi sértés
52712;Y14;Mérgezés egyéb és k.m.n. drogok, gyógyszerek és biológiai anyagok által, nem meghatározott szándékú
52723;Y25;Sérülés robbanóanyagok által, nem meghatározott szándékú
51041;A89;A központi idegrendszer vírusfertőzései k.m.n..
51065;B19;Vírushepatitis k.m.n..
51070;B24;HIV-betegség k.m.n.
51083;B41;Paracoccidioidomycosis
51230;D45;Polycythaemia vera
52757;Y62;A sterilitás feltételeinek elégtelensége a műtét és gyógykezelés alatt
52761;Y66;Műtét vagy gyógykezelés elmulasztása
52793;Z04;Vizsgálat és megfigyelés egyéb okból
52798;Z12;Speciális szűrővizsgálat daganatok vonatkozásában
52179;R49;Beszédhang zavarok
52192;R68;Egyéb általános tünetek és jelek
52224;S03;A fej izületeinek és szalagjainak ficama, dislocatiója és distorsiója
52273;S52;Alkartörés
52278;S57;Az alkar zúzódása
52291;S70;A csipő és comb felületes sérülése
52296;S75;Erek sérülése a csipő és comb szintjében
52300;S79;A csipő comb egyéb és k.m.n. sérülései
52318;S97;A boka és a lábfej zúzódása
52808;Z28;Immunizálás elvégzése nem történt meg
52838;Z58;A fizikai környezettel kapcsolatos problémák
51551;I70;Atherosclerosis
51560;I82;Egyéb visszeres embólia és thrombosis
51652;K29;Gyomor- és nyombélgyulladás
52155;R21;Kiütések és egyéb nem specifikus bőrjelenségek
52160;R27;A koordináció egyéb hiányossága
52173;R43;A szaglás és ízlelés zavarai
52256;S35;Érsérülések a has, az ágyék és a medence szintjében
52274;S53;A könyökizület és szalagjainak ficama, dislocatiója és distorsiója
52491;V77;Autóbusz utasának sérülése rögzített vagy állandó objektummal ütközésben
52599;W94;Magas és alacsony légnyomás és légnyomás változások által okozott ártalom
52604;X03;Ellenőrzött tűz nem épületben vagy építményben
52635;X35;Vulkánkitörés áldozata
51307;E67;Egyéb túltápláltság
51320;E83;Az ásványi anyagcsere zavarai
51334;F07;Agyi betegség, károsodás és diszfunkció által okozott személyiség- és viselkedészavarok
51345;F19;Többféle drog és egyéb pszihoaktiv anyagok használata okozta mentális- és viselkedészavarok
52362;T41;Anaestheticumok és terápiás gázok által okozott mérgezés
52394;T74;Rossz bánásmód szindrómák
52776;Y83;Műtétek és egyéb sebészeti eljárások, int a betegnél fellépő rendellenes reakció vagy késői szövődmé
52785;Y95;Nosocomialis állapot
52790;Z01;Panaszmentes és kórisme nélküli személyek egyéb speciális vizsgálata és kivizsgálása
52295;S74;Idegsérülés a csipő és comb szintjében
51954;O44;Placenta praevia
51965;O66;Egyéb elakadt szülés
51967;O68;Vajúdás és szülés magzati stresszel [distress] komplikálva
51983;O88;Szülészeti embólia
51999;P08;Túlhordással és magas születési súllyal kapcsolatos rendellenességek
51388;G11;Öröklődő ataxia
51394;G24;Tonuszavar (dystonia)
51453;H18;A szaruhártya egyéb elváltozásai
51475;H47;Látóideg és látópálya egyéb rendellenességei
51773;M02;Reaktiv arthropathiák
51793;M24;Egyéb meghatározott izületi elváltozások
51843;N01;Gyors progressziójú nephritis szindróma
51861;N23;Vesekólika k.m.n..
50973;A07;Egyéb protozoon bélbetegségek
50980;A19;Miliaris tuberkulózis
50982;A21;Tularaemia
50989;A28;Egyéb, állatok terjesztette bakteriális betegségek m.n.o.
51006;A49;Baktérium által okozott betegség k.m.n. lokalizációban
51010;A53;Egyéb és k.m.n. szifilisz
51103;B64;Protozoon betegség k.m.n..
51107;B68;Taeniasis
51116;B77;Ascariasis
51130;B92;A lepra következményei
51180;C92;Myeloid leukaemia
52422;V06;Gyalogos sérülése gyalogos és egyéb, nem motoros jármű közötti összeütközésben
52430;V16;Kerékpáros sérülése egyéb, nem motoros járművel ütközésben
52436;V22;Motorkerékpáros sérülése két- vagy háromkerekű járművel ütközésben
52445;V31;Háromkerekű motoros jármű utasának sérülése kerékpárral ütközésben
52517;W03;Egyéb esés ugyanazon a szinten, más személlyel való összeütközés vagy más személy általi lökés miatt
52546;W32;Kézi lőfegyver lövedéke
52549;W35;Bojler robbanása vagy repedése
52591;W86;Egyéb elektromos áram által okozott baleset
52609;X09;Füst, tűz vagy láng által okozott baleset k.m.n.
52055;Q05;Gerinchasadék (spina bifida)
52064;Q16;A fül veleszületett, hallászavart okozó rendellenességei
